Problem 4.1: ;;;;;;;
cp_mean;cp_std;ctr_mean;ctr_std;cval_mean;cval_std;cts_mean;cts_std
0.840043;0.009420;0.856180;0.018375;0.818204;0.015258;0.817391;0.009988
;;;;;;;
Problem 4.2: ;;;;;;;
cp_mean;cp_std;ctr_mean;ctr_std;cval_mean;cval_std;cts_mean;cts_std
0.836869;0.013162;0.854682;0.018770;0.811222;0.013458;0.815217;0.007686
;;;;;;;
best imput: 34;;;;;;;
