0.4828	0.3324	1	0	0	1	0	0	1	0.0103	0.0965	0.034	0.0066	0.2019	0.489	0.2302	0.0057	0.0015	0.0252	0.0012	0.0186	0.1019	0.0377	0.0225	0.0749	0.917	0.1019	0	0.064	0
0.6034	0.3097	0	0.3333	0	1	0	0	0	0.0029	0.3358	0.0017	0.0014	0.0416	0.1033	0.169	0.0055	0.004	0.0118	0.0182	0.0121	0.0947	0.0147	0.0087	0.0609	0.7954	0.166	0	0.2324	0
0.3103	0.1379	1	0.5	0	1	0	0	1	0.0106	0.0136	0.0173	0.006	0.0008	0.4136	0.2601	0.0079	0.0037	0.0147	0.0196	0.0115	0.0797	0.0014	0.0129	0.0357	0.6789	0.0729	0.0561	0.0278	0
0.2759	0.0471	1	0.1667	1	0	0	0	1	0.0001	0.0158	0.0093	0.0035	0.0007	0.0958	0.1458	0.006	0.0194	0.0265	0.0206	0.0296	0.0658	0.0012	0.0157	0.1105	0.3313	0.0256	0	0.0052	0
0.0517	0.1525	0	0.1667	1	0	0	0	1	0.0018	0.0113	0.0075	0.0001	0.0001	0.1092	0.1193	0.0071	0.0232	0.0139	0.0011	0.0155	0.0321	0.007	0.0095	0.0372	0.8836	0.1	0.0234	0	1
0.3448	0.1452	0	0.1667	1	0	1	0	1	0.0265	0.0055	0.0531	0.0129	0.0048	0.1041	0.1207	0.0736	0.018	0.0055	0.0197	0.0532	0.0044	0.0091	0.102	0.067	0.7756	0.0932	0.1103	0.0034	1
0.3621	0.1142	1	0	1	0	0	0	1	0.011	0.0867	0.0787	0.0815	0.1175	0.0836	0.1211	0.0385	0.0185	0.0058	0.0601	0.0465	0.0803	0.0323	0.0491	0.0544	0.476	0.1095	0.0154	0.0126	1
0.4655	0.0241	1	0.1667	0	1	0	0	1	0.0007	0.0007	0.0073	0.0003	0.0002	0.0847	0.1193	0.0097	0.0195	0.0134	0.0049	0.0149	0.0015	0.006	0.006	0.092	0.0537	0.0122	0.1469	0.0141	1
0.1724	0.3068	0	0.1667	0	1	1	1	1	0.0406	0.0328	0.2519	0.1821	0.5537	0.1275	0.155	0.0349	0.0122	0.0002	0.1484	0.0068	0.0036	0.2136	0.0855	0.2343	0.1507	0.035	0.2786	0.0766	1
0.4138	0.1364	1	0.1667	0	1	0	1	1	0.004	0.0003	0.0161	0.0005	0.0003	0.0777	0.1325	0.0086	0.0005	0.0205	0.0112	0.0249	0.007	0.0024	0.0171	0.1305	0.8918	0.095	0	0.0047	0
0.1724	0.0868	1	0	0	1	0	0	1	0.0003	0.0332	0.0209	0.0007	0.032	0.113	0.1248	0.0184	0.0352	0.003	0.0114	0.0017	0.0526	0.0246	0.0046	0.0369	0.8812	0.0464	0	0.0243	0
0.3103	0.1766	0	0.5	0	1	0	0	1	0.0032	0.4528	0.0296	0.0143	0.9108	0.2557	0.1713	0.0312	0.0835	0.0227	0.0251	0.0037	0.0242	0.0921	0.0535	0.1216	0.7454	0.1759	0.0109	0.0146	1
0.6552	0.3904	1	0	0	1	0	0	1	0.0048	0.1884	0.1327	0.0162	0.2346	0.6933	0.497	0.011	0.2969	0.0022	0.036	0.0439	0.0496	0.1092	0.0053	0.0577	0.4099	0.203	0	0.2654	0
0.6724	0.5918	1	0	0	1	0	0	0	0.018	0.1881	0.0149	0.0017	0.0006	0.627	0.2148	0.0006	0.0228	0.0241	0.0002	0.0012	0.0661	0.0137	0.025	0.079	0.7867	0.0877	0	0.0933	0
0.3103	0.2645	1	0.8333	0	1	0	1	1	0.0034	0.0269	0.0068	0.0001	0.0005	0.154	0.1192	0.0029	0.0195	0.0107	0.0047	0.0113	0.0254	0.0025	0.0134	0.1258	0.9752	0.0184	0.0597	0.1509	1
0.3276	0.1518	0	0.5	0	1	0	1	1	0.0275	0.0206	0.0153	0.0047	0.0168	0.0865	0.1244	0.024	0.0027	0.0194	0.0171	0.0143	0.0966	0.0008	0.0229	0.1493	0.8419	0.1082	0.0182	0.0174	1
0.1724	0.1	0	0.1667	0	1	0	0	1	0.0097	0.0251	0.0168	0.1309	0.2197	0.155	0.1251	0.0072	0.0158	0.0336	0.071	0.0306	0.1868	0.0128	0.0207	0.1594	0.8711	0.0283	0.0119	0.0334	0
0.2759	0.1941	0	0	0	1	0	0	1	0.0169	0.0665	0.0412	0.0154	0.3734	0.0768	0.1212	0.0029	0.0247	0.0235	0.0296	0.0263	0.1698	0.0466	0.018	0.0395	0.8534	0.12	0	0.0316	0
0.4138	0.1842	1	0	0	1	0	0	1	0.0503	0.0126	0.0298	0.1191	0.3063	0.1016	0.1239	0.0283	0.0438	0.0258	0.1533	0.0385	0.0564	0.0067	0.1862	0.047	0.1945	0.1447	0.1105	0.0665	1
