
Problem 1.1: 
Learning_rate;momentum;cp_mean;cp_std;ctr_mean;ctr_std;cval_mean;cval_std;cts_mean;cts_std
0.100000;0.000000;0.817605;0.011207;0.831710;0.015243;0.797007;0.018295;0.801087;0.013605
0.010000;0.000000;0.781385;0.014358;0.788015;0.017237;0.766334;0.014109;0.785326;0.021165
0.001000;0.000000;0.649928;0.048177;0.654307;0.051493;0.637406;0.047290;0.658152;0.049708

best_lr;best_vp
0.100000;0.797007

Problem 1.2: 
Learning_rate;momentum;cp_mean;cp_std;ctr_mean;ctr_std;cval_mean;cval_std;cts_mean;cts_std
0.100000;0.900000;0.488889;0.062758;0.492385;0.062873;0.493017;0.068416;0.464674;0.065481
0.010000;0.900000;0.657792;0.163765;0.664794;0.167237;0.646135;0.155942;0.652717;0.171547
0.001000;0.900000;0.648629;0.045077;0.651061;0.046698;0.644638;0.037696;0.646739;0.060411

best_lr;best_vp
0.010000;0.646135

best_lr;best_momentum
0.100000;0.000000 
